sale_id,customer_id,product_id,store_id,employee_id,campaign_id,sale_date,quantity,unit_price,discount,payment_method
5012,1888,83,19,40,33,2024-09-08,1,275.93,0.15,credit_card
5013,800,80,13,130,4,2022-01-17,5,17.15,0.05,bank_transfer
5014,590,27,3,110,41,2022-07-29,2,219.08,0.05,credit_card
5015,73,3,13,46,48,2024-06-05,1,108.87,0.1,bank_transfer
5016,1046,5,18,14,26,2023-09-29,5,157.6,0.0,cash
5017,1967,87,4,118,38,2024-04-19,1,52.08,0.05,paypal
5018,1595,66,6,54,16,2023-07-12,5,169.78,0.05,credit_card
5019,1021,56,5,89,1,2023-11-06,2,102.89,0.15,cash
5020,253,33,14,45,45,2024-01-07,5,396.01,0.15,bank_transfer
5021,189,8,7,72,12,2023-09-13,1,128.39,0.1,bank_transfer
5022,647,91,16,60,45,2023-08-11,4,170.58,0.05,bank_transfer
5023,1385,52,10,39,1,2022-06-24,3,286.77,0.0,paypal
5024,1836,20,16,67,8,2022-05-12,2,67.39,0.05,paypal
5025,294,52,11,13,43,2022-06-18,5,303.65,0.1,paypal
5026,464,3,1,148,24,2024-02-09,5,99.02,0.1,paypal
5027,810,57,10,47,32,2024-11-23,5,191.76,0.05,cash
5028,306,62,8,134,47,2024-04-22,4,317.6,0.15,credit_card
5029,262,14,19,39,6,2024-04-26,4,115.3,0.0,cash
5030,491,82,7,13,7,2022-09-13,3,59.23,0.0,credit_card
5031,1937,89,2,46,17,2022-04-10,4,80.88,0.1,bank_transfer
5032,1458,88,4,44,14,2024-03-18,5,81.21,0.1,cash
5033,1857,77,2,143,31,2024-10-06,2,248.7,0.05,cash
5034,122,24,19,78,14,2023-08-08,5,29.55,0.15,credit_card
5035,1151,4,15,133,14,2024-06-19,2,201.01,0.1,bank_transfer
5036,1946,73,4,109,48,2022-12-04,5,149.47,0.05,cash
5037,1057,99,1,54,29,2022-10-15,2,121.28,0.0,credit_card
5038,153,87,15,140,20,2023-03-20,3,45.6,0.05,paypal
5039,1107,22,1,51,29,2022-11-16,5,94.6,0.05,paypal
5040,1114,17,4,25,15,2022-02-03,4,213.96,0.05,cash
5041,1178,19,9,102,11,2024-02-26,4,82.26,0.1,paypal
5042,901,50,16,4,1,2023-10-10,3,66.43,0.0,paypal
5043,1332,60,17,133,9,2024-01-23,2,28.0,0.1,cash
5044,1367,3,4,131,2,2023-12-30,3,107.91,0.0,cash
5045,1060,19,11,15,9,2024-11-30,5,92.91,0.05,paypal
5046,1970,25,11,132,32,2022-04-06,4,62.91,0.05,paypal
5047,873,83,10,26,21,2024-04-24,2,268.65,0.1,cash
5048,1581,84,1,98,27,2024-11-14,2,270.31,0.15,bank_transfer
5049,437,84,8,24,7,2022-11-28,4,235.12,0.15,credit_card
5050,1973,15,19,86,22,2024-12-19,4,230.39,0.0,cash
5051,421,48,4,49,17,2023-10-21,1,219.76,0.15,credit_card
5052,1992,89,15,3,50,2022-01-22,2,83.55,0.0,cash
5053,57,23,14,25,35,2022-11-06,4,153.2,0.05,cash
5054,1884,85,12,133,9,2024-04-28,1,18.98,0.1,credit_card
5055,802,69,6,70,29,2023-10-31,4,245.12,0.0,paypal
5056,1909,36,16,63,10,2023-04-04,2,262.67,0.1,paypal
5057,1936,74,11,35,37,2022-01-30,3,114.7,0.15,credit_card
5058,788,79,15,31,9,2023-02-21,3,39.12,0.05,credit_card
5059,1273,95,12,123,36,2022-07-16,4,58.04,0.0,credit_card
5060,23,45,18,26,37,2023-11-07,2,57.77,0.1,bank_transfer
5061,569,9,11,112,21,2024-06-16,5,310.51,0.1,bank_transfer
5062,540,23,10,48,3,2023-04-26,5,159.47,0.15,paypal
5063,1852,96,3,95,45,2022-01-03,3,156.76,0.1,paypal
5064,20,83,19,45,4,2022-10-11,4,269.72,0.1,credit_card
5065,1232,86,20,63,3,2023-10-27,4,330.07,0.1,credit_card
5066,1770,49,3,78,3,2022-06-27,1,28.33,0.1,paypal
5067,40,31,19,19,17,2024-12-30,5,315.89,0.15,paypal
5068,12,84,2,4,3,2022-09-12,4,250.51,0.1,paypal
5069,522,56,12,65,40,2024-09-26,1,96.36,0.15,bank_transfer
5070,606,59,18,113,23,2024-03-24,4,23.5,0.05,cash
5071,1834,9,18,149,39,2022-11-01,3,284.24,0.1,cash
5072,648,9,15,109,4,2024-05-11,3,283.66,0.05,credit_card
5073,1234,41,11,21,6,2024-06-07,2,72.23,0.15,credit_card
5074,1624,50,13,91,12,2024-02-03,2,71.32,0.0,paypal
5075,754,9,19,85,39,2024-05-07,1,292.96,0.0,credit_card
5076,1926,8,1,113,5,2024-01-30,3,111.51,0.1,bank_transfer
5077,1401,95,9,124,31,2024-06-19,3,48.35,0.15,bank_transfer
5078,1282,19,2,59,50,2022-03-24,2,95.91,0.0,cash
5079,824,3,16,15,11,2024-03-04,2,98.72,0.15,paypal
5080,847,41,17,66,19,2022-05-03,3,78.44,0.0,paypal
5081,749,6,17,47,17,2023-06-01,4,206.91,0.1,paypal
5082,380,32,17,18,6,2024-07-30,1,178.08,0.05,cash
5083,1929,65,9,127,46,2022-01-07,4,80.24,0.1,cash
5084,1177,86,3,69,20,2023-11-26,5,317.99,0.1,paypal
5085,788,53,11,140,17,2024-11-10,1,402.56,0.1,bank_transfer
5086,1320,18,10,144,48,2022-10-24,2,328.01,0.05,bank_transfer
5087,1540,22,8,123,26,2022-08-31,5,84.74,0.15,bank_transfer
5088,1895,92,7,116,34,2022-05-05,4,257.86,0.15,credit_card
5089,719,46,4,145,7,2024-08-24,3,78.52,0.05,bank_transfer
5090,628,74,15,112,30,2023-08-01,1,123.82,0.15,bank_transfer
5091,1544,43,2,21,38,2024-08-03,4,99.23,0.15,credit_card
5092,336,87,13,65,9,2024-04-10,5,46.42,0.1,paypal
5093,232,15,15,112,38,2024-10-05,5,228.66,0.05,bank_transfer
5094,862,94,15,82,37,2022-04-23,1,133.27,0.1,credit_card
5095,1503,43,7,107,32,2023-12-14,1,97.97,0.15,credit_card
5096,978,18,16,29,18,2022-10-04,3,326.41,0.15,credit_card
5097,1935,76,2,35,24,2024-04-25,3,254.44,0.15,credit_card
5098,525,29,20,73,3,2024-10-05,1,40.24,0.1,paypal
5099,759,18,13,56,32,2023-12-22,4,323.76,0.05,paypal
5100,732,71,11,87,46,2024-09-13,3,13.15,0.1,bank_transfer
5101,432,9,8,87,45,2023-12-18,4,315.29,0.15,paypal
5102,55,42,19,88,14,2022-04-13,2,130.04,0.1,credit_card
5103,268,6,17,37,31,2022-01-02,4,189.31,0.15,bank_transfer
5104,124,9,18,149,18,2024-10-25,5,279.65,0.15,cash
5105,481,45,14,109,40,2024-04-28,4,63.81,0.0,credit_card
5106,1396,43,10,68,35,2022-05-06,2,100.83,0.15,cash
5107,403,64,12,12,4,2022-03-01,5,102.63,0.1,bank_transfer
5108,886,40,12,58,31,2023-10-18,5,159.28,0.0,bank_transfer
5109,286,1,9,126,7,2022-06-20,4,14.54,0.1,bank_transfer
5110,1201,81,4,100,13,2023-11-22,3,43.73,0.0,bank_transfer
5111,1645,16,6,88,39,2022-02-16,5,80.04,0.15,cash
5112,1242,57,3,90,28,2024-08-21,3,174.26,0.15,bank_transfer
5113,427,65,2,123,43,2022-08-11,5,71.32,0.05,credit_card
5114,442,65,10,149,2,2023-07-16,1,78.54,0.05,cash
5115,614,35,8,46,28,2023-08-14,2,78.43,0.15,cash
5116,1131,6,1,24,45,2023-07-21,3,208.12,0.0,bank_transfer
5117,242,83,6,147,20,2024-09-10,5,278.08,0.0,bank_transfer
5118,220,47,18,40,36,2024-11-18,3,33.52,0.0,bank_transfer
5119,891,97,12,90,7,2022-03-13,5,281.73,0.1,credit_card
5120,1693,1,8,145,48,2022-06-24,2,12.7,0.05,credit_card
5121,886,9,14,149,17,2022-06-14,3,295.62,0.15,cash
5122,1694,41,7,143,44,2022-07-01,2,72.85,0.1,cash
5123,1816,15,6,136,33,2024-11-01,4,215.33,0.1,paypal
5124,495,62,10,141,41,2023-08-26,4,296.2,0.15,paypal
5125,1672,71,6,115,31,2023-12-15,1,12.67,0.0,cash
5126,1668,33,3,103,11,2024-04-23,1,406.67,0.05,paypal
5127,722,5,7,41,28,2024-07-01,1,166.87,0.1,bank_transfer
5128,1766,95,10,131,16,2024-07-11,5,54.01,0.1,bank_transfer
5129,1562,41,16,62,47,2022-12-24,2,70.28,0.15,paypal
5130,1752,3,17,112,29,2024-11-02,5,97.81,0.05,cash
5131,1020,66,18,99,40,2023-12-25,5,182.52,0.1,credit_card
5132,778,86,6,97,40,2022-01-22,1,307.53,0.15,bank_transfer
5133,206,90,11,125,15,2022-06-11,3,320.76,0.1,credit_card
5134,586,45,1,68,5,2023-07-10,5,54.61,0.0,credit_card
5135,276,2,20,72,16,2023-09-27,4,47.54,0.0,cash
5136,865,63,12,113,34,2023-01-07,4,175.98,0.05,credit_card
5137,1640,24,12,82,2,2023-09-11,3,28.81,0.05,credit_card
5138,1849,10,3,21,2,2023-12-04,5,27.52,0.05,credit_card
5139,811,93,15,58,6,2023-05-27,3,272.76,0.1,cash
5140,1483,25,3,119,18,2022-10-29,4,57.56,0.0,cash
5141,737,30,14,8,32,2022-03-24,1,268.09,0.15,cash
5142,1446,18,15,55,30,2023-08-15,1,285.53,0.0,cash
5143,1662,16,2,22,1,2023-04-09,2,88.32,0.15,credit_card
5144,321,11,3,142,40,2023-10-11,3,210.09,0.15,cash
5145,32,72,1,107,5,2022-05-04,2,268.02,0.1,cash
5146,1734,73,19,110,26,2023-10-19,5,156.25,0.1,credit_card
5147,1752,59,3,70,16,2024-09-06,2,25.31,0.1,paypal
5148,1698,59,16,22,5,2024-07-29,5,24.41,0.1,credit_card
5149,108,49,3,81,48,2022-07-07,1,32.72,0.1,cash
5150,1252,82,14,15,10,2023-06-02,1,67.0,0.1,bank_transfer
5151,1637,21,9,127,32,2023-03-06,4,43.97,0.05,bank_transfer
5152,526,23,17,86,25,2022-01-18,4,137.42,0.1,cash
5153,1715,39,9,44,12,2022-02-06,3,245.63,0.0,paypal
5154,793,51,19,68,43,2022-05-27,4,89.1,0.0,bank_transfer
5155,692,98,9,28,48,2022-01-19,1,184.35,0.15,cash
5156,1625,99,4,77,36,2023-11-16,4,131.26,0.0,credit_card
5157,1940,9,3,146,32,2023-05-15,4,263.92,0.0,paypal
5158,1141,36,6,103,32,2023-11-27,3,296.17,0.0,bank_transfer
5159,555,73,10,24,20,2024-05-30,3,172.46,0.1,paypal
5160,1569,87,5,104,32,2024-12-24,2,50.72,0.1,credit_card
5161,1737,98,2,17,22,2023-04-07,5,175.92,0.1,credit_card
5162,1579,53,6,106,33,2024-01-07,2,368.89,0.15,paypal
5163,89,19,10,37,17,2024-08-24,5,98.24,0.15,credit_card
5164,604,71,5,2,29,2022-11-04,4,12.65,0.0,bank_transfer
5165,91,34,14,137,5,2022-08-28,5,75.92,0.0,paypal
5166,316,23,8,120,26,2024-05-29,2,148.78,0.15,bank_transfer
5167,516,86,4,118,6,2023-02-22,1,332.46,0.1,paypal
5168,886,18,1,21,45,2023-12-14,1,276.04,0.15,bank_transfer
5169,1455,64,18,2,1,2023-12-04,3,98.78,0.0,bank_transfer
5170,1039,57,10,95,24,2023-01-01,4,194.14,0.05,bank_transfer
5171,1887,47,16,124,3,2023-07-26,4,33.99,0.15,bank_transfer
5172,1238,69,6,46,36,2024-06-18,4,263.29,0.0,cash
5173,531,49,7,3,41,2023-06-15,3,30.5,0.0,cash
5174,1950,63,6,94,40,2022-01-07,1,187.8,0.15,bank_transfer
5175,1954,68,15,72,45,2022-07-15,5,62.1,0.15,credit_card
5176,350,8,2,89,38,2024-03-16,5,121.8,0.0,paypal
5177,1211,4,18,139,2,2022-11-20,3,209.41,0.15,credit_card
5178,701,35,13,34,4,2023-12-26,2,74.45,0.05,cash
5179,1761,93,18,139,3,2023-12-22,4,250.16,0.0,cash
5180,1623,42,3,104,42,2022-11-23,3,144.13,0.0,cash
5181,1472,81,8,118,4,2023-12-22,1,45.21,0.15,cash
5182,1813,41,20,28,21,2023-02-14,3,77.92,0.1,credit_card
5183,1543,54,3,112,46,2023-03-23,4,131.89,0.15,bank_transfer
5184,1794,35,12,139,26,2022-01-21,2,78.94,0.15,cash
5185,272,71,12,63,25,2022-04-09,4,12.96,0.0,bank_transfer
5186,1268,7,5,46,21,2024-10-11,2,75.35,0.0,paypal
5187,794,63,20,69,2,2024-11-13,3,175.58,0.0,bank_transfer
5188,1679,4,7,144,32,2023-05-18,5,213.96,0.15,credit_card
5189,1827,34,4,15,4,2022-09-30,5,89.79,0.1,credit_card
5190,1056,45,10,62,46,2022-07-19,4,58.68,0.1,cash
5191,882,39,2,58,45,2024-09-22,1,259.67,0.1,paypal
5192,1818,65,2,99,18,2023-09-17,4,70.37,0.15,cash
5193,583,76,10,120,40,2023-03-20,4,233.72,0.0,credit_card
5194,119,98,9,121,1,2024-06-12,3,183.2,0.05,cash
5195,328,41,15,109,17,2024-02-11,4,74.01,0.0,paypal
5196,1405,84,2,83,41,2022-10-01,1,283.42,0.0,credit_card
5197,1876,6,16,85,20,2023-02-17,1,219.15,0.1,bank_transfer
5198,1110,90,10,47,32,2024-04-13,2,370.1,0.0,paypal
5199,1027,9,11,1,29,2022-01-01,1,282.88,0.05,cash
5200,27,64,12,36,35,2024-10-02,3,90.46,0.05,paypal
5201,1840,84,2,30,13,2022-11-18,1,248.46,0.1,paypal
5202,189,33,15,142,33,2023-02-16,2,351.72,0.0,bank_transfer
5203,251,29,7,31,34,2022-05-26,3,37.37,0.1,paypal
5204,1534,34,3,75,7,2024-04-17,1,83.12,0.1,cash
5205,1009,96,9,11,18,2024-01-26,1,188.15,0.0,paypal
5206,443,46,5,122,27,2022-02-16,1,79.89,0.05,cash
5207,918,65,8,131,30,2023-01-24,4,79.14,0.1,cash
5208,1382,33,12,46,14,2024-02-04,1,374.99,0.05,credit_card
5209,846,33,7,106,3,2023-04-11,4,405.44,0.1,bank_transfer
5210,417,18,16,53,40,2023-07-03,1,283.32,0.0,paypal
5211,1097,97,3,146,15,2022-03-28,5,239.04,0.1,bank_transfer
5212,883,98,10,54,28,2023-08-07,4,177.3,0.05,paypal
5213,1846,61,11,72,24,2023-04-27,2,193.09,0.1,bank_transfer
5214,65,31,18,150,21,2023-02-07,5,365.06,0.1,credit_card
5215,1618,76,4,137,29,2024-10-28,3,234.13,0.05,bank_transfer
5216,1999,25,2,33,13,2024-01-15,4,66.7,0.05,credit_card
5217,493,77,8,133,34,2024-11-29,3,247.34,0.05,cash
5218,9,44,5,84,2,2024-08-14,1,154.59,0.15,cash
5219,50,75,10,63,50,2024-06-24,4,174.26,0.0,bank_transfer
5220,958,36,2,128,42,2022-10-25,4,269.8,0.1,cash
5221,951,98,11,123,47,2024-08-18,4,158.6,0.05,bank_transfer
5222,731,51,7,125,13,2023-07-13,4,78.1,0.0,credit_card
5223,413,67,7,12,37,2022-06-10,5,198.98,0.05,bank_transfer
5224,604,73,15,128,4,2023-01-21,1,147.03,0.05,bank_transfer
5225,284,29,4,1,37,2024-02-24,3,38.08,0.15,bank_transfer
5226,1036,19,3,109,35,2023-05-10,2,88.43,0.05,bank_transfer
5227,1749,69,17,135,5,2023-06-30,1,238.25,0.15,cash
5228,1489,29,6,95,11,2023-07-21,4,42.13,0.1,paypal
5229,865,2,18,20,44,2022-10-30,4,43.21,0.0,bank_transfer
5230,207,90,20,117,39,2024-02-19,5,317.44,0.1,bank_transfer
5231,1142,82,2,136,14,2023-03-27,1,60.69,0.0,paypal
5232,1813,39,9,66,34,2024-12-29,5,258.11,0.1,bank_transfer
5233,1838,25,18,64,13,2024-11-17,5,64.08,0.1,paypal
5234,1105,11,13,118,48,2022-09-10,4,223.96,0.1,cash
5235,444,43,3,130,45,2022-02-12,4,87.11,0.0,credit_card
5236,610,17,2,82,41,2023-03-18,4,206.63,0.15,bank_transfer
5237,1088,29,16,143,1,2023-05-23,3,39.1,0.0,cash
5238,1446,41,8,113,7,2024-04-29,4,72.14,0.1,cash
5239,48,52,10,21,22,2024-11-28,4,320.79,0.15,paypal
5240,482,33,15,52,46,2023-03-23,4,373.01,0.0,credit_card
5241,1722,22,16,87,25,2023-10-03,3,99.74,0.0,cash
5242,1978,27,9,64,13,2022-05-22,3,208.19,0.1,credit_card
5243,921,87,8,10,23,2023-09-29,4,54.2,0.05,bank_transfer
5244,1082,70,10,4,29,2023-09-13,4,237.07,0.0,paypal
5245,1565,19,4,86,29,2023-06-15,4,85.72,0.0,bank_transfer
5246,285,14,4,125,33,2024-09-24,3,103.59,0.15,paypal
5247,648,65,11,77,10,2024-08-29,4,75.71,0.05,paypal
5248,824,42,15,45,40,2024-09-18,3,146.19,0.15,cash
5249,332,96,5,108,31,2022-05-28,5,175.74,0.15,paypal
5250,203,78,11,67,7,2022-02-25,1,158.71,0.0,cash
5251,1141,52,14,138,34,2022-10-08,5,285.78,0.05,cash
5252,1709,26,18,135,25,2023-10-25,2,162.27,0.05,cash
5253,867,37,17,108,12,2023-02-28,2,46.12,0.1,bank_transfer
5254,465,37,12,103,24,2022-07-01,4,52.06,0.0,bank_transfer
5255,1146,28,10,52,32,2023-03-26,3,328.72,0.0,credit_card
5256,841,89,5,124,15,2023-11-10,3,89.33,0.05,paypal
5257,108,65,3,39,28,2022-01-13,1,80.48,0.0,bank_transfer
5258,1200,93,14,20,19,2023-04-02,3,291.49,0.0,credit_card
5259,14,85,2,28,28,2022-03-21,5,19.02,0.0,bank_transfer
5260,633,80,11,80,47,2023-05-12,3,19.19,0.1,cash
5261,1813,93,17,69,26,2024-10-16,1,247.91,0.15,cash
5262,1648,8,1,81,12,2023-10-01,4,122.96,0.05,cash
5263,1406,88,7,15,32,2022-07-13,3,87.78,0.15,cash
5264,765,47,13,146,7,2024-09-04,2,34.03,0.15,credit_card
5265,1539,12,3,31,32,2023-02-17,4,282.36,0.15,credit_card
5266,2,76,5,92,3,2024-12-14,2,247.91,0.1,credit_card
5267,939,97,14,66,16,2024-09-22,4,248.59,0.05,paypal
5268,694,34,5,111,44,2024-11-04,5,85.34,0.15,paypal
5269,583,31,16,126,44,2023-12-21,1,371.08,0.05,paypal
5270,31,12,6,131,24,2022-06-18,1,283.75,0.15,paypal
5271,704,58,12,144,32,2024-09-28,2,201.05,0.15,paypal
5272,122,8,9,18,44,2023-10-23,5,127.78,0.05,paypal
5273,1563,33,8,13,7,2024-11-07,3,345.12,0.05,bank_transfer
5274,1865,87,8,35,39,2023-08-24,3,51.75,0.0,bank_transfer
5275,1318,9,10,59,15,2022-08-24,4,301.54,0.1,cash
5276,1391,77,15,135,28,2024-04-02,5,276.37,0.1,bank_transfer
5277,605,34,16,117,9,2024-03-15,3,89.18,0.0,paypal
5278,308,6,17,55,43,2024-08-05,4,212.01,0.15,paypal
5279,840,6,15,20,2,2023-03-14,1,205.66,0.0,credit_card
5280,598,19,6,131,11,2023-07-18,5,91.47,0.1,cash
5281,269,100,4,33,33,2024-02-17,1,97.3,0.1,cash
5282,1967,60,20,121,50,2023-05-09,4,25.09,0.1,credit_card
5283,4,59,11,94,31,2022-07-25,2,22.36,0.0,credit_card
5284,469,55,9,90,25,2024-09-30,3,46.96,0.1,paypal
5285,588,36,7,68,18,2023-04-21,1,281.95,0.05,credit_card
5286,849,50,7,19,47,2022-11-26,4,71.66,0.0,cash
5287,489,29,11,116,35,2022-09-28,5,39.98,0.1,paypal
5288,429,13,4,40,34,2023-07-30,3,126.59,0.15,cash
5289,374,57,13,79,41,2022-02-23,1,197.35,0.0,cash
5290,655,53,9,68,50,2024-11-03,1,408.77,0.0,bank_transfer
5291,1572,16,15,117,4,2024-06-03,5,82.88,0.05,bank_transfer
5292,910,46,1,95,42,2024-09-07,1,80.53,0.0,credit_card
5293,1370,21,7,48,29,2024-06-09,4,46.83,0.15,bank_transfer
5294,267,16,14,86,29,2022-04-15,2,89.94,0.05,cash
5295,1242,24,17,14,17,2022-08-08,1,30.71,0.15,bank_transfer
5296,904,69,20,133,32,2023-08-02,1,262.93,0.05,bank_transfer
5297,1271,71,19,112,13,2022-07-27,3,11.28,0.05,bank_transfer
5298,742,64,9,69,7,2024-04-17,5,99.68,0.1,cash
5299,1993,61,19,40,34,2022-04-03,5,228.07,0.15,cash
5300,207,87,14,91,7,2024-12-21,4,52.54,0.0,paypal
5301,340,49,16,73,29,2023-03-17,5,31.32,0.1,bank_transfer
5302,1505,24,8,50,14,2022-02-02,1,27.35,0.1,credit_card
5303,146,49,7,77,32,2024-09-09,4,30.42,0.05,paypal
5304,1535,69,4,119,25,2022-11-14,4,283.97,0.15,paypal
5305,1643,83,1,12,11,2022-02-24,1,251.22,0.0,bank_transfer
5306,1819,88,17,119,4,2024-12-07,5,83.68,0.1,credit_card
5307,1930,66,11,59,33,2024-02-04,3,169.09,0.05,credit_card
5308,678,15,7,127,25,2024-10-15,4,208.06,0.0,cash
5309,1298,46,19,43,46,2022-06-10,2,86.49,0.15,bank_transfer
5310,1587,85,6,46,26,2023-11-07,3,18.21,0.15,bank_transfer
5311,1530,58,12,42,43,2024-03-28,3,180.91,0.0,paypal
5312,1760,40,1,114,21,2022-03-15,2,150.56,0.05,bank_transfer
5313,636,35,10,65,42,2024-05-17,5,67.57,0.0,paypal
5314,1352,99,9,81,44,2024-03-22,1,126.7,0.15,bank_transfer
5315,1133,36,9,2,37,2023-12-26,2,280.98,0.05,cash
5316,1729,8,12,116,15,2024-07-22,4,116.37,0.0,bank_transfer
5317,121,48,11,29,35,2024-08-11,5,208.39,0.15,cash
5318,1619,23,1,50,6,2024-03-11,3,138.6,0.0,bank_transfer
5319,977,18,12,149,7,2023-09-10,4,282.22,0.0,paypal
5320,849,62,14,20,40,2022-08-27,3,332.82,0.1,bank_transfer
5321,1631,98,1,24,47,2022-05-10,4,182.53,0.15,paypal
5322,558,24,1,21,1,2022-08-12,1,29.35,0.05,cash
5323,929,43,13,78,30,2024-06-07,4,98.46,0.1,paypal
5324,743,23,15,50,47,2023-06-27,4,161.41,0.15,cash
5325,1996,88,10,22,49,2022-06-16,5,87.4,0.15,credit_card
5326,1259,67,1,39,16,2023-11-27,3,169.86,0.1,cash
5327,1826,96,14,48,8,2023-08-19,1,175.9,0.1,paypal
5328,1716,27,4,97,22,2022-05-25,4,214.71,0.15,cash
5329,660,53,7,76,11,2023-10-10,4,352.56,0.0,credit_card
5330,1301,31,14,39,38,2023-08-15,4,361.5,0.0,cash
5331,229,7,12,15,31,2023-12-07,1,75.46,0.15,credit_card
5332,814,23,20,14,15,2024-06-30,1,148.96,0.0,bank_transfer
5333,552,44,4,31,30,2023-02-25,4,136.51,0.0,bank_transfer
5334,213,27,20,148,19,2022-06-24,4,213.56,0.05,bank_transfer
5335,1379,35,2,141,30,2024-05-10,4,65.26,0.15,paypal
5336,1768,78,5,39,39,2024-10-26,5,158.28,0.0,cash
5337,1109,86,17,80,46,2022-05-29,1,321.55,0.15,bank_transfer
5338,525,66,7,117,23,2024-09-21,4,195.76,0.05,bank_transfer
5339,363,2,15,65,33,2022-12-27,5,46.96,0.15,cash
5340,1168,78,15,17,21,2024-11-27,2,145.16,0.0,paypal
5341,33,38,4,50,49,2023-12-12,4,193.27,0.1,cash
5342,1489,50,3,17,21,2022-03-02,4,68.35,0.05,bank_transfer
5343,568,63,1,138,11,2022-07-20,4,203.34,0.0,cash
5344,632,13,20,31,42,2023-01-04,3,129.88,0.15,cash
5345,115,17,19,72,43,2022-09-12,4,181.87,0.1,cash
5346,1857,82,19,105,41,2023-09-17,2,66.4,0.1,cash
5347,1631,60,8,31,42,2023-06-15,4,28.34,0.0,credit_card
5348,1453,53,8,98,38,2023-04-13,3,344.08,0.0,credit_card
5349,1217,95,2,78,28,2023-10-29,1,50.52,0.15,paypal
5350,1577,70,12,140,5,2024-05-26,3,244.94,0.0,paypal
5351,1263,35,9,40,32,2023-11-13,1,73.5,0.05,credit_card
5352,889,94,18,14,2,2022-10-13,1,135.69,0.05,bank_transfer
5353,1828,5,10,79,6,2024-09-18,1,157.43,0.0,bank_transfer
5354,197,90,4,123,49,2023-03-15,4,367.92,0.15,bank_transfer
5355,335,63,1,105,31,2024-09-29,2,206.07,0.1,credit_card
5356,1517,89,17,89,36,2023-09-15,5,91.62,0.1,cash
5357,523,81,20,123,32,2024-12-05,3,47.49,0.0,paypal
5358,69,51,8,16,13,2024-04-30,4,77.67,0.0,credit_card
5359,190,22,15,89,38,2024-10-05,3,85.6,0.15,bank_transfer
5360,1251,45,10,120,27,2024-12-08,2,63.29,0.1,paypal
5361,1770,24,17,55,12,2022-02-07,1,28.75,0.1,paypal
5362,170,40,1,35,26,2024-12-17,1,152.35,0.0,cash
5363,297,57,15,125,45,2023-02-10,2,182.95,0.05,bank_transfer
5364,1742,29,6,109,33,2023-08-08,1,41.66,0.1,cash
5365,1519,81,12,68,13,2024-08-20,2,44.19,0.1,paypal
5366,188,83,8,134,41,2022-04-04,3,272.64,0.05,credit_card
5367,978,73,13,71,50,2023-12-23,1,147.91,0.1,credit_card
5368,432,68,20,140,49,2022-09-27,3,70.63,0.0,paypal
5369,322,47,7,121,24,2024-10-21,3,39.18,0.05,credit_card
5370,497,68,4,119,21,2023-05-07,5,69.15,0.15,cash
5371,302,64,9,61,17,2023-03-24,3,87.36,0.05,cash
5372,1634,83,16,148,28,2022-04-21,1,283.49,0.1,paypal
5373,1006,15,7,58,24,2023-07-31,4,206.84,0.0,credit_card
5374,1755,72,11,84,47,2023-09-19,1,242.0,0.1,credit_card
5375,1256,57,10,11,31,2024-12-07,3,202.91,0.05,cash
5376,1505,13,12,134,29,2022-06-17,5,120.65,0.1,cash
5377,48,78,14,41,41,2024-04-17,5,150.85,0.15,paypal
5378,780,56,1,135,4,2024-09-29,5,116.15,0.05,paypal
5379,857,18,5,52,46,2023-12-04,3,307.08,0.05,credit_card
5380,1740,40,1,17,6,2024-04-24,4,164.14,0.1,paypal
5381,1531,89,1,56,20,2024-07-19,2,89.63,0.15,credit_card
5382,977,15,11,98,45,2022-01-08,3,241.04,0.15,bank_transfer
5383,485,28,15,138,31,2022-09-29,2,334.78,0.0,credit_card
5384,509,73,17,48,35,2024-10-25,5,145.04,0.1,credit_card
5385,1350,31,20,100,22,2023-06-22,2,361.16,0.05,bank_transfer
5386,1623,43,13,70,19,2022-05-12,3,102.11,0.15,paypal
5387,1899,32,13,40,11,2022-06-28,1,152.46,0.1,cash
5388,1608,55,9,105,17,2022-09-04,1,44.95,0.05,paypal
5389,250,28,7,133,4,2022-03-21,2,325.31,0.15,bank_transfer
5390,91,41,14,146,38,2022-08-01,1,72.64,0.15,cash
5391,153,45,2,99,43,2023-12-25,5,61.2,0.1,cash
5392,145,73,13,38,38,2022-12-12,5,167.11,0.05,bank_transfer
5393,993,29,17,96,45,2023-03-20,1,39.79,0.05,bank_transfer
5394,864,26,7,4,24,2022-01-14,1,166.53,0.05,bank_transfer
5395,1870,66,6,81,41,2023-06-28,5,176.86,0.15,credit_card
5396,151,20,5,55,21,2023-06-27,5,72.58,0.1,cash
5397,1388,22,18,132,49,2023-12-05,5,94.31,0.0,bank_transfer
5398,1812,48,1,118,7,2022-03-22,1,216.75,0.0,paypal
5399,1442,4,13,7,16,2024-12-20,5,211.69,0.05,bank_transfer
5400,1144,97,17,74,17,2023-01-18,5,236.06,0.1,paypal
5401,276,49,4,51,12,2022-09-05,2,31.79,0.15,bank_transfer
5402,436,37,18,58,50,2022-04-05,4,52.16,0.15,credit_card
5403,1641,44,10,60,33,2023-09-23,5,137.06,0.0,paypal
5404,1168,77,16,85,50,2023-12-28,2,241.55,0.15,bank_transfer
5405,362,66,4,143,8,2024-11-23,5,190.87,0.1,credit_card
5406,572,17,15,43,39,2022-06-10,1,210.9,0.15,credit_card
